Branch code,Branch name,Categorization of customers,Mobile Banking,Status,Number of customers
NP0010053,Individual Other,Mobile Banking,BR Dhalkebar,ACTIVE,329
NP0010053,Individual Other,Mobile Banking,BR Dhalkebar,INACTIVE,114
NP0010053,Individual Other,Mobile Banking,BR Dhalkebar,ACTIVE,538
NP0010053,Individual Other,Mobile Banking,BR Dhalkebar,INACTIVE,779
NP0010054,Individual Female,Mobile Banking,BR Sabaila,ACTIVE,149
NP0010054,Individual Female,Mobile Banking,BR Sabaila,INACTIVE,35
NP0010054,Individual Male,Mobile Banking,BR Sabaila,ACTIVE,234
NP0010054,Individual Male,Mobile Banking,BR Sabaila,INACTIVE,75
NP0010054,Individual Other,Mobile Banking,BR Sabaila,ACTIVE,351
NP0010054,Individual Other,Mobile Banking,BR Sabaila,INACTIVE,118
NP0010055,Individual Female,Mobile Banking,BR Khajuri,ACTIVE,204
NP0010055,Individual Female,Mobile Banking,BR Khajuri,INACTIVE,41
NP0010055,Individual Male,Mobile Banking,BR Khajuri,ACTIVE,665
NP0010055,Individual Male,Mobile Banking,BR Khajuri,INACTIVE,142
NP0010055,Individual Other,Mobile Banking,BR Khajuri,ACTIVE,608
NP0010055,Individual Other,Mobile Banking,BR Khajuri,INACTIVE,85
NP0010056,Individual Female,Mobile Banking,BR Lagma Nagrain,ACTIVE,92
NP0010056,Individual Female,Mobile Banking,BR Lagma Nagrain,INACTIVE,18
NP0010056,Individual Male,Mobile Banking,BR Lagma Nagrain,ACTIVE,237
NP0010056,Individual Male,Mobile Banking,BR Lagma Nagrain,INACTIVE,58
NP0010056,Individual Other,Mobile Banking,BR Lagma Nagrain,ACTIVE,150
NP0010056,Individual Other,Mobile Banking,BR Lagma Nagrain,INACTIVE,110
NP0010057,Individual Female,Mobile Banking,BR Milsarea,ACTIVE,113
NP0010057,Individual Female,Mobile Banking,BR Milsarea,INACTIVE,32
NP0010057,Individual Male,Mobile Banking,BR Milsarea,ACTIVE,245
NP0010057,Individual Male,Mobile Banking,BR Milsarea,INACTIVE,107
NP0010057,Individual Other,Mobile Banking,BR Milsarea,ACTIVE,165
NP0010057,Individual Other,Mobile Banking,BR Milsarea,INACTIVE,112
NP0010057,Individual Other,Mobile Banking,BR Milsarea,ACTIVE,79
NP0010057,Individual Other,Mobile Banking,BR Milsarea,INACTIVE,665
NP0010058,Individual Female,Mobile Banking,BR Shivachowk,ACTIVE,431
NP0010058,Individual Female,Mobile Banking,BR Shivachowk,INACTIVE,85
NP0010058,Individual Male,Mobile Banking,BR Shivachowk,ACTIVE,758
NP0010058,Individual Male,Mobile Banking,BR Shivachowk,INACTIVE,246
NP0010058,Individual Other,Mobile Banking,BR Shivachowk,ACTIVE,932
NP0010058,Individual Other,Mobile Banking,BR Shivachowk,INACTIVE,123
NP0010058,Individual Other,Mobile Banking,BR Shivachowk,ACTIVE,1046
NP0010058,Individual Other,Mobile Banking,BR Shivachowk,INACTIVE,1256
NP0010059,Individual Female,Mobile Banking,BR Jaleshwori,ACTIVE,98
NP0010059,Individual Female,Mobile Banking,BR Jaleshwori,INACTIVE,31
NP0010059,Individual Male,Mobile Banking,BR Jaleshwori,ACTIVE,249
NP0010059,Individual Male,Mobile Banking,BR Jaleshwori,INACTIVE,83
NP0010059,Individual Other,Mobile Banking,BR Jaleshwori,ACTIVE,302
NP0010059,Individual Other,Mobile Banking,BR Jaleshwori,INACTIVE,55
NP0010059,Individual Other,Mobile Banking,BR Jaleshwori,ACTIVE,235
NP0010059,Individual Other,Mobile Banking,BR Jaleshwori,INACTIVE,599
NP0010060,Individual Female,Mobile Banking,BR Gaushala,ACTIVE,151
NP0010060,Individual Female,Mobile Banking,BR Gaushala,INACTIVE,30
NP0010060,Individual Male,Mobile Banking,BR Gaushala,ACTIVE,403
NP0010060,Individual Male,Mobile Banking,BR Gaushala,INACTIVE,112
NP0010060,Individual Other,Mobile Banking,BR Gaushala,ACTIVE,287
NP0010060,Individual Other,Mobile Banking,BR Gaushala,INACTIVE,93
NP0010060,Individual Other,Mobile Banking,BR Gaushala,ACTIVE,66
NP0010060,Individual Other,Mobile Banking,BR Gaushala,INACTIVE,200
NP0010061,Individual Female,Mobile Banking,BR Balawa,ACTIVE,113
NP0010061,Individual Female,Mobile Banking,BR Balawa,INACTIVE,35
NP0010061,Individual Male,Mobile Banking,BR Balawa,ACTIVE,322
NP0010061,Individual Male,Mobile Banking,BR Balawa,INACTIVE,143
NP0010061,Individual Other,Mobile Banking,BR Balawa,ACTIVE,351
NP0010061,Individual Other,Mobile Banking,BR Balawa,INACTIVE,132
NP0010061,Individual Other,Mobile Banking,BR Balawa,ACTIVE,88
NP0010061,Individual Other,Mobile Banking,BR Balawa,INACTIVE,181
NP0010062,Individual Female,Mobile Banking,BR Loharpatti,ACTIVE,35
NP0010062,Individual Female,Mobile Banking,BR Loharpatti,INACTIVE,14
NP0010062,Individual Male,Mobile Banking,BR Loharpatti,ACTIVE,89
NP0010062,Individual Male,Mobile Banking,BR Loharpatti,INACTIVE,30
NP0010062,Individual Other,Mobile Banking,BR Loharpatti,ACTIVE,41
NP0010062,Individual Other,Mobile Banking,BR Loharpatti,INACTIVE,116
NP0010062,Individual Other,Mobile Banking,BR Loharpatti,ACTIVE,10
NP0010062,Individual Other,Mobile Banking,BR Loharpatti,INACTIVE,242
NP0010063,Individual Female,Mobile Banking,BR Bardibas,ACTIVE,220
NP0010063,Individual Female,Mobile Banking,BR Bardibas,INACTIVE,48
NP0010063,Individual Male,Mobile Banking,BR Bardibas,ACTIVE,422
NP0010063,Individual Male,Mobile Banking,BR Bardibas,INACTIVE,123
NP0010063,Individual Other,Mobile Banking,BR Bardibas,ACTIVE,392
NP0010063,Individual Other,Mobile Banking,BR Bardibas,INACTIVE,137
NP0010063,Individual Other,Mobile Banking,BR Bardibas,ACTIVE,479
NP0010063,Individual Other,Mobile Banking,BR Bardibas,INACTIVE,680
NP0010064,Individual Female,Mobile Banking,BR Malangawa,ACTIVE,122
NP0010064,Individual Female,Mobile Banking,BR Malangawa,INACTIVE,38
NP0010064,Individual Male,Mobile Banking,BR Malangawa,ACTIVE,330
NP0010064,Individual Male,Mobile Banking,BR Malangawa,INACTIVE,128
NP0010064,Individual Other,Mobile Banking,BR Malangawa,ACTIVE,173
NP0010064,Individual Other,Mobile Banking,BR Malangawa,INACTIVE,95
NP0010064,Individual Other,Mobile Banking,BR Malangawa,ACTIVE,224
NP0010064,Individual Other,Mobile Banking,BR Malangawa,INACTIVE,980
NP0010065,Individual Female,Mobile Banking,BR Ishworpur,ACTIVE,137
NP0010065,Individual Female,Mobile Banking,BR Ishworpur,INACTIVE,37
NP0010065,Individual Male,Mobile Banking,BR Ishworpur,ACTIVE,296
NP0010065,Individual Male,Mobile Banking,BR Ishworpur,INACTIVE,101
NP0010065,Individual Other,Mobile Banking,BR Ishworpur,ACTIVE,250
NP0010065,Individual Other,Mobile Banking,BR Ishworpur,INACTIVE,140
NP0010065,Individual Other,Mobile Banking,BR Ishworpur,ACTIVE,228
NP0010065,Individual Other,Mobile Banking,BR Ishworpur,INACTIVE,456
NP0010066,Individual Female,Mobile Banking,BR Barahathwa,ACTIVE,128
NP0010066,Individual Female,Mobile Banking,BR Barahathwa,INACTIVE,43
NP0010066,Individual Male,Mobile Banking,BR Barahathwa,ACTIVE,302
NP0010066,Individual Male,Mobile Banking,BR Barahathwa,INACTIVE,128
NP0010066,Individual Other,Mobile Banking,BR Barahathwa,ACTIVE,284
NP0010066,Individual Other,Mobile Banking,BR Barahathwa,INACTIVE,95
NP0010066,Individual Other,Mobile Banking,BR Barahathwa,ACTIVE,137
NP0010066,Individual Other,Mobile Banking,BR Barahathwa,INACTIVE,510
NP0010067,Individual Female,Mobile Banking,BR Nawalpur,ACTIVE,168
NP0010067,Individual Female,Mobile Banking,BR Nawalpur,INACTIVE,40
NP0010067,Individual Male,Mobile Banking,BR Nawalpur,ACTIVE,335
NP0010067,Individual Male,Mobile Banking,BR Nawalpur,INACTIVE,111
NP0010067,Individual Other,Mobile Banking,BR Nawalpur,ACTIVE,436
NP0010067,Individual Other,Mobile Banking,BR Nawalpur,INACTIVE,125
NP0010067,Individual Other,Mobile Banking,BR Nawalpur,ACTIVE,365
NP0010067,Individual Other,Mobile Banking,BR Nawalpur,INACTIVE,664
NP0010068,Individual Female,Mobile Banking,BR Sindhuli,ACTIVE,159
NP0010068,Individual Female,Mobile Banking,BR Sindhuli,INACTIVE,71
NP0010068,Individual Male,Mobile Banking,BR Sindhuli,ACTIVE,258
NP0010068,Individual Male,Mobile Banking,BR Sindhuli,INACTIVE,115
NP0010068,Individual Other,Mobile Banking,BR Sindhuli,ACTIVE,213
NP0010068,Individual Other,Mobile Banking,BR Sindhuli,INACTIVE,117
NP0010068,Individual Other,Mobile Banking,BR Sindhuli,ACTIVE,91
NP0010068,Individual Other,Mobile Banking,BR Sindhuli,INACTIVE,341
NP0010069,Individual Female,Mobile Banking,BR Manthali,ACTIVE,107
NP0010069,Individual Female,Mobile Banking,BR Manthali,INACTIVE,32
NP0010069,Individual Male,Mobile Banking,BR Manthali,ACTIVE,212
NP0010069,Individual Male,Mobile Banking,BR Manthali,INACTIVE,101
NP0010069,Individual Other,Mobile Banking,BR Manthali,ACTIVE,226
NP0010069,Individual Other,Mobile Banking,BR Manthali,INACTIVE,68
NP0010069,Individual Other,Mobile Banking,BR Manthali,ACTIVE,184
NP0010069,Individual Other,Mobile Banking,BR Manthali,INACTIVE,289
NP0010070,Individual Female,Mobile Banking,BR Charikot,ACTIVE,77
NP0010070,Individual Female,Mobile Banking,BR Charikot,INACTIVE,25
NP0010070,Individual Male,Mobile Banking,BR Charikot,ACTIVE,122
NP0010070,Individual Male,Mobile Banking,BR Charikot,INACTIVE,47
NP0010070,Individual Other,Mobile Banking,BR Charikot,ACTIVE,160
NP0010070,Individual Other,Mobile Banking,BR Charikot,INACTIVE,18
NP0010070,Individual Other,Mobile Banking,BR Charikot,ACTIVE,134
NP0010070,Individual Other,Mobile Banking,BR Charikot,INACTIVE,639
NP0010072,Individual Female,Mobile Banking,BR Pokhariya,ACTIVE,148
NP0010072,Individual Female,Mobile Banking,BR Pokhariya,INACTIVE,35
NP0010072,Individual Male,Mobile Banking,BR Pokhariya,ACTIVE,578
NP0010072,Individual Male,Mobile Banking,BR Pokhariya,INACTIVE,158
NP0010072,Individual Other,Mobile Banking,BR Pokhariya,ACTIVE,326
NP0010072,Individual Other,Mobile Banking,BR Pokhariya,INACTIVE,87
NP0010072,Individual Other,Mobile Banking,BR Pokhariya,ACTIVE,1
NP0010072,Individual Other,Mobile Banking,BR Pokhariya,INACTIVE,1
NP0010073,Individual Female,Mobile Banking,BR Sakhuwaparsauni,ACTIVE,157
NP0010073,Individual Female,Mobile Banking,BR Sakhuwaparsauni,INACTIVE,23
NP0010073,Individual Male,Mobile Banking,BR Sakhuwaparsauni,ACTIVE,307
NP0010073,Individual Male,Mobile Banking,BR Sakhuwaparsauni,INACTIVE,94
NP0010073,Individual Other,Mobile Banking,BR Sakhuwaparsauni,ACTIVE,139
NP0010073,Individual Other,Mobile Banking,BR Sakhuwaparsauni,INACTIVE,65
NP0010074,Individual Female,Mobile Banking,BR Birgunj,ACTIVE,690
NP0010074,Individual Female,Mobile Banking,BR Birgunj,INACTIVE,155
NP0010074,Individual Male,Mobile Banking,BR Birgunj,ACTIVE,2656
NP0010074,Individual Male,Mobile Banking,BR Birgunj,INACTIVE,1430
NP0010074,Individual Other,Mobile Banking,BR Birgunj,ACTIVE,1256
NP0010074,Individual Other,Mobile Banking,BR Birgunj,INACTIVE,219
NP0010074,Individual Other,Mobile Banking,BR Birgunj,ACTIVE,3
NP0010074,Individual Other,Mobile Banking,BR Birgunj,INACTIVE,2
NP0010075,Individual Female,Mobile Banking,BR Kalaiya,ACTIVE,102
NP0010075,Individual Female,Mobile Banking,BR Kalaiya,INACTIVE,35
NP0010075,Individual Male,Mobile Banking,BR Kalaiya,ACTIVE,278
NP0010075,Individual Male,Mobile Banking,BR Kalaiya,INACTIVE,135
NP0010075,Individual Other,Mobile Banking,BR Kalaiya,ACTIVE,284
NP0010075,Individual Other,Mobile Banking,BR Kalaiya,INACTIVE,150
NP0010076,Individual Female,Mobile Banking,BR Nijgadha,ACTIVE,248
NP0010076,Individual Female,Mobile Banking,BR Nijgadha,INACTIVE,47
NP0010076,Individual Male,Mobile Banking,BR Nijgadha,ACTIVE,355
NP0010076,Individual Male,Mobile Banking,BR Nijgadha,INACTIVE,110
NP0010076,Individual Other,Mobile Banking,BR Nijgadha,ACTIVE,265
NP0010076,Individual Other,Mobile Banking,BR Nijgadha,INACTIVE,109
NP0010077,Individual Female,Mobile Banking,BR Amritgunj,ACTIVE,103
NP0010077,Individual Female,Mobile Banking,BR Amritgunj,INACTIVE,40
NP0010077,Individual Male,Mobile Banking,BR Amritgunj,ACTIVE,248
NP0010077,Individual Male,Mobile Banking,BR Amritgunj,INACTIVE,84
NP0010077,Individual Other,Mobile Banking,BR Amritgunj,ACTIVE,48
NP0010077,Individual Other,Mobile Banking,BR Amritgunj,INACTIVE,101
NP0010078,Individual Female,Mobile Banking,BR Simara,ACTIVE,286
NP0010078,Individual Female,Mobile Banking,BR Simara,INACTIVE,201
NP0010078,Individual Male,Mobile Banking,BR Simara,ACTIVE,420
NP0010078,Individual Male,Mobile Banking,BR Simara,INACTIVE,215
NP0010078,Individual Other,Mobile Banking,BR Simara,ACTIVE,418
NP0010078,Individual Other,Mobile Banking,BR Simara,INACTIVE,134
NP0010078,Individual Other,Mobile Banking,BR Simara,ACTIVE,1
NP0010079,Individual Female,Mobile Banking,BR Bariyarpur,ACTIVE,143
NP0010079,Individual Female,Mobile Banking,BR Bariyarpur,INACTIVE,44
NP0010079,Individual Male,Mobile Banking,BR Bariyarpur,ACTIVE,366
NP0010079,Individual Male,Mobile Banking,BR Bariyarpur,INACTIVE,123
NP0010079,Individual Other,Mobile Banking,BR Bariyarpur,ACTIVE,159
NP0010079,Individual Other,Mobile Banking,BR Bariyarpur,INACTIVE,109
NP0010080,Individual Female,Mobile Banking,BR Gaur,ACTIVE,173
NP0010080,Individual Female,Mobile Banking,BR Gaur,INACTIVE,51
NP0010080,Individual Male,Mobile Banking,BR Gaur,ACTIVE,320
NP0010080,Individual Male,Mobile Banking,BR Gaur,INACTIVE,119
NP0010080,Individual Other,Mobile Banking,BR Gaur,ACTIVE,294
NP0010080,Individual Other,Mobile Banking,BR Gaur,INACTIVE,213
NP0010081,Individual Female,Mobile Banking,BR Chandranigahapur,ACTIVE,232
NP0010081,Individual Female,Mobile Banking,BR Chandranigahapur,INACTIVE,66
NP0010081,Individual Male,Mobile Banking,BR Chandranigahapur,ACTIVE,292
NP0010081,Individual Male,Mobile Banking,BR Chandranigahapur,INACTIVE,102
NP0010081,Individual Other,Mobile Banking,BR Chandranigahapur,ACTIVE,506
NP0010081,Individual Other,Mobile Banking,BR Chandranigahapur,INACTIVE,195
NP0010081,Individual Other,Mobile Banking,BR Chandranigahapur,ACTIVE,1
NP0010081,Individual Other,Mobile Banking,BR Chandranigahapur,INACTIVE,1
NP0010082,Individual Female,Mobile Banking,BR Garuda,ACTIVE,71
NP0010082,Individual Female,Mobile Banking,BR Garuda,INACTIVE,26
NP0010082,Individual Male,Mobile Banking,BR Garuda,ACTIVE,155
NP0010082,Individual Male,Mobile Banking,BR Garuda,INACTIVE,76
NP0010082,Individual Other,Mobile Banking,BR Garuda,ACTIVE,131
NP0010082,Individual Other,Mobile Banking,BR Garuda,INACTIVE,130
NP0010082,Individual Other,Mobile Banking,BR Garuda,INACTIVE,1
NP0010083,Individual Female,Mobile Banking,BR Kantirajpath,ACTIVE,1650
NP0010083,Individual Female,Mobile Banking,BR Kantirajpath,INACTIVE,307
NP0010083,Individual Male,Mobile Banking,BR Kantirajpath,ACTIVE,2312
NP0010083,Individual Male,Mobile Banking,BR Kantirajpath,INACTIVE,592
NP0010083,Individual Other,Mobile Banking,BR Kantirajpath,ACTIVE,1345
NP0010083,Individual Other,Mobile Banking,BR Kantirajpath,INACTIVE,229
NP0010084,Individual Female,Mobile Banking,BR Palung,ACTIVE,353
NP0010084,Individual Female,Mobile Banking,BR Palung,INACTIVE,66
NP0010084,Individual Male,Mobile Banking,BR Palung,ACTIVE,703
NP0010084,Individual Male,Mobile Banking,BR Palung,INACTIVE,184
NP0010084,Individual Other,Mobile Banking,BR Palung,ACTIVE,639
NP0010084,Individual Other,Mobile Banking,BR Palung,INACTIVE,110
NP0010085,Individual Female,Mobile Banking,BR Hetauda,ACTIVE,3229
NP0010085,Individual Female,Mobile Banking,BR Hetauda,INACTIVE,460
NP0010085,Individual Male,Mobile Banking,BR Hetauda,ACTIVE,3455
NP0010085,Individual Male,Mobile Banking,BR Hetauda,INACTIVE,615
NP0010085,Individual Other,Mobile Banking,BR Hetauda,ACTIVE,396
NP0010085,Individual Other,Mobile Banking,BR Hetauda,INACTIVE,152
NP0010086,Individual Female,Mobile Banking,BR Bharatpur,ACTIVE,2312
NP0010086,Individual Female,Mobile Banking,BR Bharatpur,INACTIVE,206
NP0010086,Individual Male,Mobile Banking,BR Bharatpur,ACTIVE,1941
NP0010086,Individual Male,Mobile Banking,BR Bharatpur,INACTIVE,268
NP0010086,Individual Other,Mobile Banking,BR Bharatpur,ACTIVE,1379
NP0010086,Individual Other,Mobile Banking,BR Bharatpur,INACTIVE,158
NP0010086,Individual Other,Mobile Banking,BR Bharatpur,ACTIVE,1
NP0010086,Individual Other,Mobile Banking,BR Bharatpur,INACTIVE,2
NP0010087,Individual Female,Mobile Banking,BR Gunjanagar,ACTIVE,229
NP0010087,Individual Female,Mobile Banking,BR Gunjanagar,INACTIVE,73
NP0010087,Individual Male,Mobile Banking,BR Gunjanagar,ACTIVE,330
NP0010087,Individual Male,Mobile Banking,BR Gunjanagar,INACTIVE,127
NP0010087,Individual Other,Mobile Banking,BR Gunjanagar,ACTIVE,515
NP0010087,Individual Other,Mobile Banking,BR Gunjanagar,INACTIVE,94
NP0010088,Individual Female,Mobile Banking,BR Madhi,ACTIVE,811
NP0010088,Individual Female,Mobile Banking,BR Madhi,INACTIVE,113
NP0010088,Individual Male,Mobile Banking,BR Madhi,ACTIVE,1033
NP0010088,Individual Male,Mobile Banking,BR Madhi,INACTIVE,217
NP0010088,Individual Other,Mobile Banking,BR Madhi,ACTIVE,1307
NP0010088,Individual Other,Mobile Banking,BR Madhi,INACTIVE,248
NP0010089,Individual Female,Mobile Banking,BR Narayangadh,ACTIVE,679
NP0010089,Individual Female,Mobile Banking,BR Narayangadh,INACTIVE,177
NP0010089,Individual Male,Mobile Banking,BR Narayangadh,ACTIVE,881
NP0010089,Individual Male,Mobile Banking,BR Narayangadh,INACTIVE,286
NP0010089,Individual Other,Mobile Banking,BR Narayangadh,ACTIVE,827
NP0010089,Individual Other,Mobile Banking,BR Narayangadh,INACTIVE,160
NP0010089,Individual Other,Mobile Banking,BR Narayangadh,ACTIVE,2
NP0010089,Individual Other,Mobile Banking,BR Narayangadh,INACTIVE,3
NP0010091,Individual Female,Mobile Banking,BR Parsakhairahani,ACTIVE,582
NP0010091,Individual Female,Mobile Banking,BR Parsakhairahani,INACTIVE,272
NP0010091,Individual Male,Mobile Banking,BR Parsakhairahani,ACTIVE,668
NP0010091,Individual Male,Mobile Banking,BR Parsakhairahani,INACTIVE,356
NP0010091,Individual Other,Mobile Banking,BR Parsakhairahani,ACTIVE,953
NP0010091,Individual Other,Mobile Banking,BR Parsakhairahani,INACTIVE,144
NP0010092,Individual Female,Mobile Banking,BR Tadi,ACTIVE,382
NP0010092,Individual Female,Mobile Banking,BR Tadi,INACTIVE,83
NP0010092,Individual Male,Mobile Banking,BR Tadi,ACTIVE,442
NP0010092,Individual Male,Mobile Banking,BR Tadi,INACTIVE,122
NP0010092,Individual Other,Mobile Banking,BR Tadi,ACTIVE,825
NP0010092,Individual Other,Mobile Banking,BR Tadi,INACTIVE,152
NP0010092,Individual Other,Mobile Banking,BR Tadi,INACTIVE,1
NP0010093,Individual Female,Mobile Banking,BR Hakimchowk,ACTIVE,574
NP0010093,Individual Female,Mobile Banking,BR Hakimchowk,INACTIVE,102
NP0010093,Individual Male,Mobile Banking,BR Hakimchowk,ACTIVE,620
NP0010093,Individual Male,Mobile Banking,BR Hakimchowk,INACTIVE,188
NP0010093,Individual Other,Mobile Banking,BR Hakimchowk,ACTIVE,809
NP0010093,Individual Other,Mobile Banking,BR Hakimchowk,INACTIVE,198
NP0010093,Individual Other,Mobile Banking,BR Hakimchowk,ACTIVE,1
NP0010094,Individual Other,Mobile Banking,Province Office Kathmandu,INACTIVE,1
NP0010095,Individual Female,Mobile Banking,BR Ratnapark,ACTIVE,365
NP0010095,Individual Female,Mobile Banking,BR Ratnapark,INACTIVE,76
NP0010095,Individual Male,Mobile Banking,BR Ratnapark,ACTIVE,662
NP0010095,Individual Male,Mobile Banking,BR Ratnapark,INACTIVE,130
NP0010095,Individual Other,Mobile Banking,BR Ratnapark,ACTIVE,652
NP0010095,Individual Other,Mobile Banking,BR Ratnapark,INACTIVE,69
NP0010095,Individual Other,Mobile Banking,BR Ratnapark,ACTIVE,961
NP0010095,Individual Other,Mobile Banking,BR Ratnapark,INACTIVE,905
NP0010096,Individual Female,Mobile Banking,BR Budhanilkanth,ACTIVE,383
NP0010096,Individual Female,Mobile Banking,BR Budhanilkanth,INACTIVE,68
NP0010096,Individual Male,Mobile Banking,BR Budhanilkanth,ACTIVE,508
NP0010096,Individual Male,Mobile Banking,BR Budhanilkanth,INACTIVE,133
NP0010096,Individual Other,Mobile Banking,BR Budhanilkanth,ACTIVE,256
NP0010096,Individual Other,Mobile Banking,BR Budhanilkanth,INACTIVE,58
NP0010096,Individual Other,Mobile Banking,BR Budhanilkanth,ACTIVE,199
NP0010096,Individual Other,Mobile Banking,BR Budhanilkanth,INACTIVE,462
NP0010097,Individual Female,Mobile Banking,BR Samakhusi,ACTIVE,959
NP0010097,Individual Female,Mobile Banking,BR Samakhusi,INACTIVE,211
NP0010097,Individual Male,Mobile Banking,BR Samakhusi,ACTIVE,1260
NP0010097,Individual Male,Mobile Banking,BR Samakhusi,INACTIVE,363
NP0010097,Individual Other,Mobile Banking,BR Samakhusi,ACTIVE,811
NP0010097,Individual Other,Mobile Banking,BR Samakhusi,INACTIVE,195
NP0010097,Individual Other,Mobile Banking,BR Samakhusi,ACTIVE,573
NP0010097,Individual Other,Mobile Banking,BR Samakhusi,INACTIVE,1387
NP0010098,Individual Female,Mobile Banking,BR Sankhu,ACTIVE,110
NP0010098,Individual Female,Mobile Banking,BR Sankhu,INACTIVE,28
NP0010098,Individual Male,Mobile Banking,BR Sankhu,ACTIVE,218
NP0010098,Individual Male,Mobile Banking,BR Sankhu,INACTIVE,61
NP0010098,Individual Other,Mobile Banking,BR Sankhu,ACTIVE,162
NP0010098,Individual Other,Mobile Banking,BR Sankhu,INACTIVE,55
NP0010098,Individual Other,Mobile Banking,BR Sankhu,ACTIVE,91
